Ensemble Size,Town grid-point,Town 7x7 Box,Town 7x7 Land Box
1,10.695279162781235,4.570824563651178,5.3734360749014405
2,8.048212406190498,2.854995608725009,3.608405377131669
5,4.400385687617198,1.9913730682664623,2.3747157412113102
10,2.7040416045251474,1.1696279219769787,1.3765722454815663
