Ensemble Size,Town grid-point,Town 7x7 Box,Town 7x7 Land Box
1,5.888308278712691,3.225686480456361,4.01446594940692
2,3.983146191298515,2.134958507034156,2.608385802070895
5,2.4936922685497196,1.2575626121102244,1.6187608704742191
10,1.7533404052313948,0.9098292204913033,1.1358854130482419
