Ensemble Size,Town grid-point,Town 7x7 Box,Town 7x7 Land Box
1,4.0344189093931435,1.7940047886122759,1.9581914266397875
2,2.8208569187095724,1.2734404409461586,1.3994330785196754
5,1.7179401492283664,0.7947715149791242,0.8672823300404862
10,1.1656048991407157,0.5202757835267522,0.5702689946894012
