Ensemble Size,Town grid-point,Town 7x7 Box,Town 7x7 Land Box
1,6.688827949585188,2.8701268001440043,3.1831857154515766
2,4.235401127568913,1.7259738783332723,1.9406094956306692
5,2.817627299550791,1.2495190616061445,1.4254795147292525
10,2.053127958981037,0.9238495262107748,0.9449976447350472
