Ensemble Size,Town grid-point,Town 7x7 Box,Town 7x7 Land Box
1,10.098296867954737,4.286331811115969,4.217210399024344
2,8.235540531659343,3.1833172458811863,3.2814493780064704
5,3.9132984107775766,1.6235844481625727,1.6354411928003116
10,2.766770664029034,1.2449268510984528,1.2228815428270539
